cpg index	Gene Symbol
cg05759269	CDKN1A
cg05761032	CCPG1
cg05761971	FAM82A
cg05764061	PPM1B
cg05764376	THAP10
cg05766425	CROP
cg05767404	C1orf150
cg05769161	B4GALNT3
cg05769169	EGLN3
cg05772663	HTR2C
cg05773628	NCKAP1
cg05774801	SFRP2
cg05776763	DLST
cg05777319	ARL6
cg05778847	PPP1R14A
cg05779068	OR2W1
cg05779272	B4GALT1
cg05780311	STAT5B
cg05780616	SNRPF
cg05781767	PODXL2
cg05782292	SCT
cg05782445	KCNK3
cg05786809	CKB
cg05788437	FYTTD1
cg05788638	SERPINA10
cg05790038	TRPV3
cg05790999	HS1BP3
cg05795157	PIAS3
cg05795313	ZNF641
cg05797656	DDX42
cg05798972	PPARBP
cg05799317	C6orf118
cg05800321	LY6D
cg05806233	GNAI1
cg05807444	VPS28
cg05807768	ST7L
cg05807991	TRAM1L1
cg05812599	CLPB
cg05813084	EFNA3
cg05815893	C17orf80
cg05815906	RAB33B
cg05817232	MARK4
cg05819268	CACNG1
cg05820087	ATP13A4
cg05822100	CDH6
cg05822532	ELN
cg05824432	DCI
cg05824762	ZYG11BL
cg05825950	CR1
cg05826823	CIZ1
cg05828624	REG1A
cg05829479	C6orf141
cg05830416	C9orf100
cg05832051	MYADM
cg05832487	FLJ13909
cg05836145	SP8
cg05837075	ERO1L
cg05839235	NPR3
cg05840031	PAX6
cg05840553	LRSAM1
cg05843340	KENAE
cg05843800	SUMF1
cg05844583	SLC19A3
cg05845178	IL17RC
cg05845357	PGEA1
cg05846716	PCSK2
cg05847038	ADAM7
cg05847778	BBS5
cg05851042	ATP9A
cg05851163	C18orf4
cg05852416	NFKBIA
cg05855071	C15orf29
cg05856884	SMPX
cg05856931	MSI2
cg05857825	MAPRE1
cg05859264	MAPK13
cg05859842	FRMPD2
cg05860890	KCNV1
cg05861567	MLC1
cg05861661	FAM98B
cg05862431	MGC13125
cg05863612	DNMBP
cg05868316	FBXW9
cg05868799	NCOA2
cg05869585	PMM2
cg05869964	C5orf13
cg05871136	UNC5B
cg05871607	RPA2
cg05872485	PTGES3
cg05874450	POPDC3
cg05876083	NUDT16L1
cg05876918	PIP5K2C
cg05877109	BCL2L2
cg05879334	ACAT2
cg05879919	ANKRD9
cg05881135	DMN
cg05881762	UBE3A
cg05882522	EHD3
cg05886367	BTNL9
cg05886626	THBS1
cg05887405	OKL38
cg05889321	ALDH18A1
cg05890019	WDFY3
cg05890484	BHMT
cg05890578	PRKCE
cg05894797	PSEN2
cg05895453	KBTBD7
cg05898102	PCDHB10
cg05898524	LMNA
cg05899618	GDF7
cg05902852	MAGI2
cg05903609	PRPF8
cg05903630	MRPS27
cg05905876	SEC11L1
cg05908775	ZNF211
cg05909475	ETV3
cg05910970	CYP2A6
cg05911610	MRPL3
cg05912121	TH
cg05915281	IRF1
cg05916196	IL19
cg05916783	GAN
cg05917963	CHUK
cg05919661	LMBR1L
cg05920090	HSPA1A
cg05921324	APOA4
cg05921581	KRT1B
cg05921699	CD79A
cg05922057	ZZEF1
cg05922591	LILRB4
cg05922972	TSPAN3
cg05923103	RNF11
cg05924191	FLJ20582
cg05924583	TP73
cg05927017	BCL2
cg05932408	PTGIS
cg05932936	SERINC3
cg05934874	VPS4B
cg05936800	TNFSF18
cg05937182	ST7
cg05937453	SFRP5
cg05938285	PIGZ
cg05938725	NUAK2
cg05940536	ACVR1B
cg05941634	CNNM3
cg05942574	CACNA1G
cg05944800	INSIG2
cg05945622	YIF1A
cg05946081	RBMXL1
cg05947740	PHYHIP
cg05948654	SLC17A2
cg05949660	MICAL1
cg05951993	GYS1
cg05953243	SLC5A12
cg05953394	PRKAG2
cg05955224	CRI2
cg05955301	PRELP
cg05958352	RNASE1
cg05958659	UNQ1912
cg05959392	C10orf32
cg05960024	CLOCK
cg05961212	ADPRH
cg05961827	UGT1A7
cg05964373	TEX9
cg05965188	KIAA0179
cg05965402	PI4K2B
cg05968233	ALKBH7
cg05969697	BICD2
cg05970437	KLF16
cg05970790	NFATC1
cg05973262	NOTCH4
cg05976325	LOC284912
cg05978187	ERH
cg05982504	IGFALS
cg05983247	SLTM
cg05985767	ANPEP
cg05986149	BRIP1
cg05988645	MGC2654
cg05989054	GAMT
cg05989429	ABCA7
cg05992340	PDE4D
cg05995267	PRRT2
cg05996238	PAGE2
cg05998244	LONRF2
cg05998426	RIN1
cg05998983	OIT3
cg06000781	BST1
cg06003187	GUCA2A
cg06005396	HCN2
cg06005644	UBE2D2
cg06011292	MYH10
cg06015218	GRM1
cg06018072	CLN6
cg06022562	FLJ13841
cg06023257	GAB2
cg06026755	CEP27
cg06027949	SNX16
cg06029655	SBP1
cg06030619	CORO1A
cg06034822	USF1
cg06038049	CPSF3L
cg06038133	CORO6
cg06039392	MTNR1A
cg06041240	NXT2
cg06041363	FLJ20699
cg06042828	DDX28
cg06043042	NEUROG3
cg06043114	TSPAN2
cg06043190	EML4
cg06044117	CEP57
cg06044900	GNAS
cg06048973	ACTC
cg06049972	UQCRC1
cg06051311	TRIM15
cg06058319	PPFIBP1
cg06058597	NOL10
cg06059810	RUFY3
cg06061892	SNX5
cg06062132	SENP6
cg06063714	GABRD
cg06063729	RASSF1
cg06066303	MS4A5
cg06066711	KLHL21
cg06069187	SARM1
cg06071083	SLC12A4
cg06073471	FAM55C
cg06074920	KRTHA4
cg06076054	C21orf91
cg06077733	UBE2D1
cg06084117	PLXNA4B
cg06084557	BTBD7
cg06084735	ENY2
cg06087537	RNF38
cg06090351	ADSS
cg06090421	PPM1D
cg06090630	TCEB2
cg06090864	FFAR1
cg06092815	SKIP
cg06093279	MTUS1
cg06094150	MT1B
cg06095560	SAE1
cg06096336	HTR2B
cg06100291	CLSPN
cg06100324	MSLN
cg06100991	ELOVL6
cg06101212	CLDN3
cg06101225	STIL
cg06101324	SPRR1A
cg06105085	C10orf104
cg06106793	PRCC
cg06109724	NUDT5
cg06110365	TTLL12
cg06110728	NELL2
cg06111305	RAP2A
cg06111454	NFATC4
cg06112415	CGREF1
cg06114765	USP25
cg06118312	GZMA
cg06119575	TAL2
cg06121469	KIAA1840
cg06122080	OXSM
cg06123346	ATP4A
cg06132324	POLH
cg06132342	KRTHB5
cg06132694	NDST3
cg06134936	HERC4
cg06134964	ITIH1
cg06138027	HNRPK
cg06139836	EBF3
cg06140118	DUS2L
cg06141123	NFE2L2
cg06142324	FLJ25530
cg06144905	PIPOX
cg06145308	CNOT4
cg06146910	KBTBD6
cg06147863	SPI1
cg06148175	ACY3
cg06148264	SERPINB1
cg06150468	SNFT
cg06150803	TNFRSF19
cg06151165	VSX1
cg06151964	HPN
cg06154570	HEYL
cg06154597	MGC4618
cg06156376	SHOX2
cg06161930	LOC126208
cg06165395	GRIK3
cg06166767	SFRP1
cg06166863	PNN
cg06168050	ZNF207
cg06168324	RBMS1
cg06168449	DPF1
cg06171242	TTRAP
cg06171787	MRPL16
cg06172871	HP
cg06175025	SPTLC2
cg06177968	WDR55
cg06178072	HSPC176
cg06179485	TMEM54
cg06183267	AFF3
cg06185738	SLC17A6
cg06186808	LOC161247
cg06186861	ZNF501
cg06186973	YWHAG
cg06187947	GULP1
cg06188683	ANP32A
cg06189133	INSL3
cg06189265	ZBTB37
cg06189653	PRR7
cg06190732	SERPINA3
cg06191076	DIRAS3
cg06191203	RIF1
cg06191990	TSFM
cg06192619	SLC1A6
cg06192753	GADD45GIP1
cg06193382	FAM54A
cg06196379	TREM1
cg06197006	CRK
cg06197492	H19
cg06200013	ATP1B2
cg06200339	SOX30
cg06201642	ST6GALNAC5
cg06202984	FANCC
cg06204948	MARK2
cg06206626	ASPHD2
cg06206628	FRMPD2
cg06207460	AK3
cg06207804	ARTN
cg06208111	ITM2A
cg06211871	ZNF684
cg06212607	GGPS1
cg06213287	LIX1
cg06213598	ABCA9
cg06215939	MAPK8IP3
cg06218044	PREP
cg06220235	SOCS1
cg06220521	ITR
cg06220755	RAI2
cg06220958	MYH2
cg06221259	REEP2
cg06222120	TRNT1
cg06222851	OGDHL
cg06224510	ITIH2
cg06225581	ZMAT2
cg06226384	CACNG5
cg06229674	ARP10
cg06230736	GATA3
cg06233473	KPNA5
cg06233503	KCNQ1
cg06233985	HBB
cg06235429	NDUFV1
cg06235991	L3MBTL2
cg06236276	SLC22A2
cg06237414	MTX1
cg06238491	LAIR1
cg06240124	PLK1
cg06240542	CYBASC3
cg06240849	KIAA0494
cg06241300	APOM
cg06242000	MGC2408
cg06243556	ZNF447
cg06244417	FCN1
cg06244634	TAS2R4
cg06244906	ZIM2
cg06245154	ERCC2
cg06247172	C6orf1
cg06248182	ERAL1
cg06250108	LOC92691
cg06251129	SSR2
cg06251489	STIM2
cg06252382	SLC31A2
cg06252849	AGGF1
cg06253072	C6orf125
cg06253734	ADAM10
cg06254453	HIST1H3F
cg06255227	NPBWR2
cg06255524	DNAJC3
cg06258834	KLK7
cg06263495	ASCL2
cg06264060	GPR24
cg06268694	CELSR1
cg06269001	ENTPD6
cg06269753	MSC
cg06270401	DYRK4
cg06273569	PMS2L3
cg06274159	ZFP42
cg06275635	PGLYRP3
cg06276114	BIRC2
cg06276653	C8ORFK32
cg06277277	NR1I3
cg06277481	ANKRD47
cg06277657	DGKI
cg06279414	TRIP11
cg06281719	GMNN
cg06281795	CALB1
cg06282059	UBE2E1
cg06282240	CENPJ
cg06284244	YES1
cg06284322	TAF7
cg06285340	CYP11A1
cg06285486	SART1
cg06286028	HPS6
cg06288351	KCNS1
cg06288632	PREB
cg06289589	ANKRD5
cg06290096	PHLDB1
cg06291334	SPOP
cg06291595	NPC2
cg06291867	HTR7
cg06292277	CLCN3
cg06293195	TXN2
cg06295404	SOCS1
cg06295856	CALCA
cg06296021	CDKL3
cg06297145	NFXL1
cg06302803	MATR3
cg06303238	SALL4
cg06305312	PQLC2
cg06305609	BCNP1
cg06306751	F8
cg06307169	CASC3
cg06307422	RNF111
cg06307601	FAM49B
cg06308323	C9orf25
cg06310844	PDCD5
cg06311778	TENC1
cg06312477	MPN2
cg06317209	AVIL
cg06318164	TMEM15
cg06319579	C17orf44
cg06320982	FLJ10815
cg06321883	COL19A1
cg06323290	HK1
cg06323427	PDCD10
cg06324048	GNAS
cg06324094	JTB
cg06327515	PCDHB14
cg06330324	SLC35E4
cg06331674	KIAA0241
cg06333435	POLR3D
cg06334093	CCDC28A
cg06334284	PPAP2B
cg06334496	TMEM70
cg06335814	FAM59A
cg06335889	CBFA2T2
cg06336792	CREM
cg06337239	DDX58
cg06339657	PDE8B
cg06339706	PLEKHA4
cg06341721	DAZAP1
cg06344807	SLC9A3R1
cg06346081	ZMYND12
cg06347928	IFIH1
cg06347996	DPYD
cg06349174	STIM1
cg06351503	RDBP
cg06352750	SDPR
cg06353318	OTOP2
cg06353345	OR51B4
cg06353720	IFIT3
cg06356454	AQP12A
cg06357925	PTPRO
cg06358566	RPIA
cg06361108	CCNF
cg06362985	RAB3IP
cg06363129	SOSTDC1
cg06366981	HPGD
cg06369854	VDR
cg06374075	ADAM11
cg06376129	RIPK5
cg06377278	RUNX3
cg06378107	AD031
cg06378617	KRT23
cg06378976	TFEB
cg06379754	CACNA2D1
cg06380007	INOC1
cg06381133	FRS3
cg06382459	SKI
cg06382698	ASB3
cg06383088	XPA
cg06384026	PPFIA1
cg06384463	BARHL2
cg06384491	SPIN2
cg06385087	CTSZ
cg06386517	GRB10
cg06386533	SOCS5
cg06391468	SOX9
cg06391660	DCTN1
cg06392241	NUDT4
cg06392426	FLJ12949
cg06392589	FNDC6
cg06393290	FGFRL1
cg06394229	LGALS4
cg06397837	HOXA13
cg06399881	TMPRSS11B
cg06403126	PPP2R2A
cg06403553	PGK2
cg06405090	TTLL12
cg06405206	NXPH3
cg06407137	CD300LB
cg06409153	ABCA5
cg06414605	HES1
cg06415153	PITPNM2
cg06417225	PEBP1
cg06417705	ETAA16
cg06417962	RNH1
cg06418184	DCTN3
cg06418219	SHC1
cg06418878	MGC13125
cg06419771	EHD4
cg06420088	MUC1
cg06421707	PYGB
cg06422693	OCIAD1
cg06422910	COPG2
cg06423920	ZNF312
cg06424894	SORD
cg06425556	NCOA6
cg06425868	C20orf161
cg06426831	SLC35A3
cg06428195	GOT1
cg06429195	DAZL
cg06432655	CLIPR-59
cg06433658	FAM63A
cg06433995	NOL7
cg06434428	HAPLN1
cg06434470	DPP6
cg06435786	INPP4A
cg06436504	DOC1
cg06437004	LDHB
cg06438300	FAM19A2
cg06440646	SMAD1
cg06444781	TCF1
cg06445611	GABRR2
cg06449653	HNRPR
cg06452064	TRA2A
cg06452647	MCRS1
cg06453691	FLJ32206
cg06454084	MGC15476
cg06454226	METTL4
cg06456031	FLJ11000
cg06456512	ANP32A
cg06458239	ZNF549
cg06459066	MTHFD1
cg06459327	NOLA3
cg06459378	CYP3A7
cg06461769	TWSG1
cg06462291	NT5DC3
cg06463913	BET1L
cg06465021	SLC12A2
cg06465194	GRIK4
cg06465926	PPP2R3A
cg06466479	RAD1
cg06466797	FLJ22313
cg06468695	CCDC42
cg06469542	THSD3
cg06470552	CSPG6
cg06470943	SMAP1L
cg06471905	ADAM11
cg06473539	NOS1AP
cg06475327	CEACAM8
cg06476337	NDUFS4
cg06476606	IFIT2
cg06479426	SLCO4A1
cg06479512	PNLDC1
cg06481786	RAD52B
cg06484397	C9orf19
cg06487986	PER3
cg06488678	TMPRSS9
cg06489008	CST11
cg06489804	FBXW9
cg06490162	C16orf63
cg06490951	CETN1
cg06490988	GATA2
cg06491116	LOC196264
cg06491924	ZNF613
cg06492206	SLC19A2
cg06493080	HOXB7
cg06493386	TRPA1
cg06493930	GAS2
cg06493994	SCGN
cg06495347	SUOX
cg06495803	TNFRSF7
cg06495924	CYC1
cg06496078	C12orf23
cg06497752	COL9A3
cg06497795	ZC3H10
cg06498267	HCN1
cg06499565	NDRG3
cg06499652	ARNTL
cg06500079	VPS53
cg06500476	FLJ11017
cg06501070	EDG7
cg06501084	KCNH5
cg06501790	SLC34A1
cg06502510	ITSN1
cg06502868	H3F3B
cg06504820	DLK1
cg06505666	FLJ40629
cg06506156	TSSC1
cg06506864	GPR154
cg06507244	DHX32
cg06508445	LOX
cg06508934	TIMP2
cg06509239	OSR1
cg06510830	C21orf45
cg06513075	NAT10
cg06516124	WT1
cg06516650	RAB30
cg06517798	ATP1A4
cg06518271	ADH6
cg06518779	KDELC1
cg06521280	PLAU
cg06521761	LRP2BP
cg06521852	HRIHFB2122
cg06528936	GNL2
cg06529761	DNASE1
cg06530118	CLN3
cg06531741	HTR3B
cg06532176	WWOX
cg06532493	C10orf70
cg06533629	KLF14
cg06534172	DDX39
cg06534422	MIF
cg06536578	JPH4
cg06537230	DLX5
cg06537829	UBB
cg06538003	C2orf13
cg06539449	CCND1
cg06539804	CPXM
cg06540105	CCDC74A
cg06540636	PLAUR
cg06540715	ANKRD10
cg06541857	CEP63
cg06542614	PDLIM1
cg06543018	RBP1
cg06543761	PPM2C
cg06544198	TMEM14C
cg06545845	ARL8A
cg06546607	PEPD
cg06548519	LYZL6
cg06550629	GPR133
cg06552037	INHA
cg06552050	CSDA
cg06554069	SAFB2
cg06554542	GNPTAB
cg06554928	PFN1
cg06557358	LOC124842
cg06557606	ATP6V1H
cg06563300	SLC17A8
cg06566994	ZNF167
cg06567342	ZNF265
cg06567423	STT3A
cg06570843	FABP2
cg06572974	CHD2
cg06575572	C22orf8
cg06577005	DHDDS
cg06577463	DDX48
cg06577658	DMWD
cg06577725	SPATA16
cg06580318	SPBC25
cg06583518	ZNF571
cg06584407	NPPA
cg06585027	PIK4CB
cg06585690	PROL1
cg06585893	CAPN9
cg06586599	MCOLN1
cg06587969	WDR79
cg06588247	TRAF3
cg06589885	HFE2
cg06590610	ZNFN1A1
cg06593568	C1orf48
cg06594008	MKL1
cg06595693	DISP2
cg06597095	FLJ21657
cg06597861	LY6E
cg06598256	DNAJC4
cg06598631	ORC3L
cg06600412	MLF1IP
cg06600447	MGC2749
cg06601473	MGC34830
cg06602857	FOXF1
cg06605933	BOLA1
cg06606198	DDX55
cg06607866	AIP
cg06609049	THOP1
cg06609475	NDUFS6
cg06611310	LOC129285
cg06611744	RASL11A
cg06612452	PINK1
cg06615154	S100A3
cg06615667	GPR107
cg06615861	KIF1B
cg06616147	ICK
cg06616245	GLI1
cg06618866	TLR2
cg06619076	ASPH
cg06619299	GMCL1L
cg06621126	HSF4
cg06621358	CELSR3
cg06622725	PEX16
cg06623268	TOE1
cg06624832	NAT9
cg06625414	SLC4A3
cg06625767	F12
cg06626655	RSPO1
cg06628693	PRKACB
cg06630567	AMBP
cg06630737	C1orf187
cg06632528	NUDT22
cg06634267	C6orf151
cg06636246	MLR2
cg06636463	DDX1
cg06637774	P2RY6
cg06637893	C16orf48
cg06638012	AFF4
cg06638433	IGF2BP1
cg06638451	FAM107A
cg06638966	COL19A1
cg06639544	OR7A5
cg06640279	FAIM3
cg06641366	LRRC8C
cg06641503	ARIH2
cg06642617	CCT7
cg06643227	C9orf84
cg06646021	RAB4A
cg06648029	NR1I2
cg06649520	ARFIP1
cg06650260	NR0B2
cg06650786	NOTCH3
cg06653796	LIME1
cg06654134	PIGF
cg06654447	MGC14141
cg06655504	GDPD1
cg06656924	ZNF76
cg06659073	SERAC1
cg06661994	C20orf195
cg06665322	GPA33
cg06665799	TMED9
cg06665941	IFNAR2
cg06665984	TRIP11
cg06666486	EIF2AK1
cg06667091	CCNC
cg06667406	AASS
cg06668073	C20orf42
cg06668300	MAL
cg06672652	SNRPE
cg06675341	PRMT3
cg06675478	SOX1
cg06675496	ITSN2
cg06677140	MSX1
cg06677660	DBP
cg06679221	THUMPD3
cg06682185	SERPINB5
cg06682978	CAP2
cg06684910	POLR3E
cg06687562	ACTL8
cg06688396	TMEM55A
cg06688848	RSPRY1
cg06689536	CCNF
cg06690548	SLC7A11
cg06690633	RAB15
cg06691299	PCTK1
cg06692050	SFRP5
cg06692957	GNAQ
cg06695761	PEG10
cg06698742	TMEM126A
cg06699365	OSBP
cg06700265	DUSP16
cg06701500	YWHAQ
cg06707338	EEF1B2
cg06708560	DNAJC7
cg06710522	MRPL10
cg06710648	DAB1
cg06711560	MAMDC4
cg06712026	CSTF2T
cg06713098	IGFBP3
cg06714705	OLFML1
cg06716436	EDG5
cg06718696	DDX48
cg06719391	KCNQ1
cg06720424	RAP80
cg06720660	RNASE6
cg06722216	NOL4
cg06722633	GRIK3
cg06722792	PDE9A
cg06723357	CUEDC1
cg06725035	PRMT2
cg06725760	WDR37
cg06726207	SIX4
cg06728335	RNPS1
cg06730286	IFT140
cg06730468	FLJ10922
cg06731484	IVD
cg06734812	BRUNOL5
cg06734962	CEBPD
cg06736444	SRRM2
cg06738602	PTGER2
cg06740897	NFE2L1
cg06742978	ACCN2
cg06743811	NDN
cg06744574	C1orf165
cg06745740	HGF
cg06746101	TMED3
cg06746171	ATOX1
cg06747888	TBR1
cg06748315	KRTAP19-3
cg06751597	SNAP23
cg06752594	PSRC1
cg06757810	CNGB3
cg06759215	DBF4B
cg06759890	LHFPL2
cg06765434	TXNL1
cg06765514	PIP5KL1
cg06765947	UROC1
cg06766367	CBFB
cg06771126	HOP
cg06772202	STYXL1
cg06776256	GPRC5A
cg06777274	ME2
cg06777581	RNF8
cg06778853	PHF13
cg06779945	TNFAIP3
cg06780358	PTPRJ
cg06781209	FADS2
cg06782692	STK32C
cg06782849	NPHP3
cg06783668	FLJ12056
cg06784339	MKRN1
cg06784466	FPRL2
cg06785429	DCUN1D1
cg06785822	FLJ25102
cg06786424	PRPF4B
cg06790275	PIAS1
cg06790324	GRB10
cg06790862	MPPED2
cg06791867	TSPAN18
cg06792598	CD55
cg06792911	SLC2A1
cg06793062	CNTNAP4
cg06796611	IL24
cg06797533	ADFP
cg06798189	SLC4A7
cg06799664	DNAHL1
cg06800962	TM4SF1
cg06803184	FH
cg06803253	GNAT1
cg06804431	PEX11B
cg06806080	CD47
cg06806711	MS4A1
cg06807379	DAPK3
cg06807579	RPL29
cg06807989	C3orf52
cg06808983	G6PC3
cg06810461	AGRP
cg06810647	CRAMP1L
cg06811800	ATP4B
cg06812033	NKD1
cg06812844	TRPM2
cg06815666	PRPF31
cg06815817	ZNF212
cg06816063	RAB8A
cg06816106	SPDY1
cg06816161	EZH2
cg06817264	CTSF
cg06817269	GCNT3
cg06817917	BMPR1A
cg06818415	PHF1
cg06818777	CHAD
cg06819200	ECE1
cg06821120	RASSF1
cg06821274	SSR2
cg06821993	CSMD3
cg06822995	CAMK4
cg06823263	USF1
cg06825142	DRD4
cg06825166	TMEM10
cg06827038	WFIKKN2
cg06827976	FGR
cg06830426	RPS5
cg06833562	C1orf181
cg06834875	KIAA1822
cg06834983	SSX7
cg06836338	C17orf39
cg06836736	ME1
cg06836772	PRKAA2
cg06836849	SLC17A8
cg06837731	SPFH1
cg06838394	ARFGEF2
cg06839953	C1orf160
cg06840239	TAF6L
cg06840801	CHRNB3
cg06848073	FBXO44
cg06848288	PHIP
cg06849477	PRR5
cg06850526	MGC15523
cg06852652	CYP2C18
cg06852744	AEBP1
cg06855803	ICAM3
cg06856528	TMEFF2
cg06862062	ACOX3
cg06864275	KIAA0963
cg06869899	RBKS
cg06872331	STEAP3
cg06873352	LYK5
cg06874144	CAB39
cg06878726	RBM19
cg06880557	LOC93081
cg06882877	PAQR6
cg06882926	OR1G1
cg06885782	KCNQ4
cg06886022	C9orf75
cg06887167	CIT
cg06887170	FAM14A
cg06887414	RPN1
cg06887663	SNAPC1
cg06890553	ZNF223
cg06892726	HFE
cg06893980	PSMB1
cg06894381	SLC35D1
cg06894812	MCC
cg06896207	MOBKL2A
cg06898923	RAB18
cg06899329	TSSK6
cg06899802	CSNK1A1
cg06899976	PCDHB1
cg06901392	HSPH1
cg06905862	TPP1
cg06906435	FLJ25773
cg06908474	CAT
cg06908778	SPAG6
cg06910048	FLJ10726
cg06910100	USHBP1
cg06911113	UBXD3
cg06912252	C9orf125
cg06913228	UBE2J1
cg06915165	GABARAPL1
cg06918467	OLIG3
cg06919203	GFRA4
cg06919956	C9orf111
cg06921282	LRRC56
cg06922130	KIF2C
cg06926735	UBE2V1
cg06930095	SEC11L1
cg06933072	SAC
cg06933965	CMKLR1
cg06938406	COX6A1
cg06938878	CALCB
cg06940574	MGC40168
cg06940792	MEGF10
cg06941093	GLIS1
cg06943865	PEG10
cg06945625	SERPINB6
cg06946880	ATP6V1B1
cg06948408	TMEM125
cg06948937	PCTK3
cg06949789	RPL15
cg06950730	TAGLN
cg06952117	NAB1
cg06952236	RASGRP1
cg06952310	CSPG3
cg06953304	NKTR
cg06953768	FLJ37562
cg06953995	PALM2-AKAP2
cg06954481	GBX2
cg06956273	GNAT2
cg06956646	SOS2
cg06957329	MRPS23
cg06958034	AOF2
cg06958211	PAK6
cg06958537	ETS2
cg06958829	CHAD
cg06959635	MCF2
cg06960698	FGF14
cg06971096	PTPRN
cg06973652	BRCA1
cg06973760	NFATC1
cg06974755	RALGDS
cg06975499	EZH1
cg06976977	FLJ38991
cg06980053	RASSF1
cg06980380	DTNB
cg06980460	FOLH1
cg06981182	C10orf59
cg06985415	C10orf39
cg06987504	EIF3S6
cg06990298	RASD1
cg06990379	DPYD
cg06992027	TAGLN2
cg06993413	DPP8
cg06994793	PRO1580
cg06995715	FOXL1
cg06999776	SEMA4F
cg07000551	BMF
cg07000785	GADD45A
cg07000831	SETDB2
cg07003563	CAPZA1
cg07004820	TGFA
cg07005513	FADS2
cg07005767	ABRA
cg07006042	ATP1B3
cg07006526	SMTN
cg07008386	PLCB1
cg07009002	MB
cg07011110	BTN1A1
cg07011445	C10orf86
cg07013734	TRPC6
cg07015079	ANKRD35
cg07015629	ERBB4
cg07017477	THEM4
cg07017706	K6IRS3
cg07020962	MAPRE2
cg07022477	HIF3A
cg07022885	FLJ32675
cg07026910	INPP5D
cg07027075	RPL9
cg07027513	B4GALT6
cg07027685	IARS
cg07028533	CNTNAP2
cg07028869	FLJ13236
cg07029998	FRAP1
cg07031532	OAZ2
cg07031996	MTF1
cg07034269	UGCGL1
cg07034561	TSGA2
cg07035740	SNCB
cg07036530	GPR26
cg07036775	POLR3GL
cg07038400	PPP2R3A
cg07038617	ABCF2
cg07038887	BLMH
cg07039113	S100A9
cg07039362	CES7
cg07043494	HRH1
cg07044282	ANGPTL1
cg07047653	AQP2
cg07048066	C5orf5
cg07049929	ABCD4
cg07051140	MGC15875
cg07051960	ATP1A3
cg07052387	HIF1A
cg07052880	ATP6V1B1
cg07053469	EID-3
cg07054526	BRCA1
cg07054641	WDR52
cg07054788	RPL5
cg07056057	DYNLL2
cg07057831	EPIM
cg07059052	TCEB2
cg07059360	POLR3D
cg07059403	TCTE3
cg07059875	TACSTD1
cg07060572	MAML2
cg07061145	DNAJA4
cg07061913	DNAJC9
cg07063745	LANCL1
cg07064406	YWHAB
cg07065941	KLF10
cg07067241	TRPC1
cg07068616	ORC5L
cg07068998	NRAS
cg07070934	GJA4
cg07070940	HDHD1A
cg07071881	FBXO7
cg07072140	NANP
cg07072643	EMR3
cg07073964	PRSSL1
cg07074571	AGPAT4
cg07075930	PTPRM
cg07076342	MEA1
cg07077459	PLAGL1
cg07078114	FAM69B
cg07080007	RPL27
cg07080358	C2orf32
cg07080946	LUC7L
cg07084161	NBN
cg07084709	Gcom1
cg07084746	C3orf27
cg07086380	TNFAIP8
cg07086898	USMG5
cg07090813	PHGDH
cg07091552	UCP3
cg07091958	RTF1
cg07092725	KCNH5
cg07093046	MTR
cg07093661	DHDH
cg07097098	PTPRH
cg07099407	KLC4
cg07099627	LPPR2
cg07102705	HTR4
cg07103493	SLC27A6
cg07103819	DGAT1
cg07104706	SLITRK1
cg07105440	CISH
cg07107453	IFI44
cg07109670	WDR67
cg07109801	C3orf60
cg07112154	MPP2
cg07112210	MGAT5B
cg07113600	KLF12
cg07114024	BAHD1
cg07114894	ZNF23
cg07115304	TRIB3
cg07115558	TLE2
cg07115820	EPX
cg07117700	PSMC5
cg07118243	CCDC41
cg07118638	THEX1
cg07123069	HOXC11
cg07123548	HIPK4
cg07125009	ZNF689
cg07125123	RRM2B
cg07125166	FBXW12
cg07125991	LOC196463
cg07126559	SGCG
cg07126839	FAM100B
cg07127225	FCGRT
cg07127957	SYNPO2L
cg07128330	MDS028
cg07131544	NCR2
cg07132517	POLR2L
cg07133445	SOLH
cg07136254	HFE2
cg07138512	RAP1GA1
cg07139440	MLLT11
cg07141002	H1F0
cg07142319	PLA2G2D
cg07143898	SLIT1
cg07148914	GGTL3
cg07149772	KCTD9
cg07150830	NOS2A
cg07152925	S100B
cg07153965	ACRV1
cg07155664	RPS14
cg07156669	CPD
cg07158339	FXN
cg07159490	NXPH4
cg07160163	SYK
cg07165793	AP1GBP1
cg07168556	WFIKKN2
cg07172256	ERBB2IP
cg07172280	DPP7
cg07173760	CLC
cg07175883	HOXD13
cg07177755	ERCC5
cg07177852	CCDC68
cg07179770	C16orf44
cg07180649	WNT4
cg07184439	MGAT2
cg07185695	MOSC1
cg07186138	APOBEC3C
cg07186707	PAK4
cg07189381	TNNT1
cg07190485	STOM
cg07190917	STX4A
cg07191600	TRERF1
cg07192857	HSPA1B
cg07193504	SRP9
cg07195282	ZNF563
cg07195577	TLCD1
cg07195622	SRRM2
cg07196761	WDR71
cg07197059	EFS
cg07200280	RAFTLIN
cg07200897	HSPBAP1
cg07204803	ARL13B
cg07207789	CRISPLD2
cg07207937	MRPL1
cg07209631	PPM1K
cg07210490	SMARCD1
cg07211259	PDCD1LG2
cg07212894	SLC38A3
cg07214572	LHX9
cg07215749	SOCS2
cg07218192	MPP5
cg07218880	UPF3A
cg07220442	NUP107
cg07220939	SLC22A12
cg07221454	MS4A10
cg07223164	DC2
